id	source_pr	source_head	path	hunk_header	disposition	child_ids	rationale	owning_test
140-H112	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -50,0 +103 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H113	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -52,2 +104,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H114	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -59 +110 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H115	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -63,2 +113,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H116	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -67 +115,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H117	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -119,20 +166,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H118	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -143 +170,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H119	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -146,11 +173,18 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H120	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -158,15 +192,14 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H121	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -173,0 +207,2 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H122	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -175,10 +210,4 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H123	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -185,0 +215,11 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H124	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -187,18 +227,5 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H125	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -205,0 +233,2 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H126	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -207,10 +236,4 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H127	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -217,0 +241,15 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H128	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -219,16 +257,8 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H129	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -235,0 +266 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H130	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -238,2 +269,3 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H131	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -241,4 +273,7 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H132	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -245,0 +281 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H133	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -247,40 +283,6 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H134	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -288,0 +291,47 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H135	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -292 +340,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H136	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -296,0 +345,3 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H137	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -297,0 +349,10 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H138	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -306,0 +368,3 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H139	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -307,0 +372,10 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H140	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -312 +386 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H141	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -316,0 +391 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H142	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -324,0 +400 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H143	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -328 +404 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H144	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -336 +412 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H145	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -340 +415,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H146	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -342 +417 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H147	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -343,0 +419,3 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H148	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -345 +423,4 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H149	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -347 +428 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H150	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -350 +430,0 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H151	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -353 +433 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H152	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -359 +439 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H153	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -361 +441 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H154	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/ClaudeCode.tsx	@@ -363 +443 @@ export default function ClaudeCode({ apiBase }: { apiBase: string }) {	rewrite	150	ClaudeCode page-local diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H155	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -1,2 +1,2 @@	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H156	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -155 +155 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H157	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -162,3 +162,7 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H158	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -178 +182 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H159	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -183 +187 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H160	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -191,2 +195,5 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H161	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -194,8 +200,0 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H162	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -202,0 +202,16 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H163	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -205 +220 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H164	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -221 +236 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H165	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -228,21 +243,7 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H166	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -252,55 +253,12 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H167	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -319,0 +278,2 @@ export default function CodexAuth({ apiBase }: { apiBase: string }) {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H168	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/CodexAuth.tsx	@@ -321,2 +281,132 @@ function formatCreditDate(iso: string): string {	rewrite	153	Auth/key page-local diagnostics only.	bun test tests/desktop-3p.test.ts && bun run --cwd gui build
140-H169	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -1 +1,2 @@	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H170	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -4 +5,3 @@ import { IconAlert, IconExternal, IconInfo, IconRefresh, IconX } from "../icons"	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H171	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -80 +83 @@ function defaultUpdateChannel(version: string | undefined): UpdateChannel {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H172	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -89 +92,244 @@ function updateReasonLabel(reason: string | undefined, t: (key: import("../i18n"	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H173	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -91,7 +337 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H174	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -100 +339,0 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H175	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -102,3 +341,2 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H176	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -107,15 +345,14 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H177	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -125,5 +362,42 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H178	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -139,80 +413,19 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H179	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -220 +433,2 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H180	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -222,7 +436,3 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H181	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -230,5 +440,9 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H182	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -236 +450 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H183	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -239,7 +453 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H184	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -248 +456 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H185	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -250,9 +458,8 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H186	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -260,2 +466,0 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H187	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -263,5 +468,16 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H188	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -269 +485,15 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H189	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -276,9 +505,0 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H190	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -299,0 +521 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H191	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -301 +523 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H192	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -310 +532 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H193	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -312 +534 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H194	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -318 +540 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H195	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -319,0 +542 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H196	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -321,2 +544 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H197	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -328,0 +551,2 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H198	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -332 +556,6 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H199	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -335,2 +564,2 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H200	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -343 +572,4 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H201	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -345 +577 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H202	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -350,0 +583 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H203	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -352 +585 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H204	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -360,2 +593,2 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H205	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -363,2 +596 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H206	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -371,4 +603,2 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H207	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -379,3 +609,6 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H208	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -383,3 +616 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H209	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -396,3 +627 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
140-H210	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/pages/Dashboard.tsx	@@ -404 +632,0 @@ export default function Dashboard({ apiBase }: { apiBase: string }) {	rewrite	140	Dashboard query/render diagnostics only.	bun run --cwd gui lint && bun run --cwd gui build
